UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50,cluster
12.488304,-2.9757478,-0.08707243,7.145554,7.5965486,2.913572,7.4893265,2.5109823,8.737894,4.470218,3.5105414,5.496245,2.9478796,4.3032827,5.3142724,4.467105,6.7687106,3.8928642,3.0039167,3.2578022,3.6682193,3.7188349,5.925118,3.9681334,4.6331067,6.1928573,4.9332013,2.7793329,3.2732494,6.8591,3.3316903,7.546065,6.9461665,6.044143,6.0817795,5.7968516,6.4996634,4.7669096,4.3872905,5.9302506,5.7366138,3.839845,6.4691887,6.3403063,3.857602,5.3944135,5.3709264,4.5281353,4.248109,3.379993,0
13.128268,-2.3509953,-0.2860532,7.3743043,7.964987,2.9276702,7.7783394,3.079176,8.754329,4.3715043,3.5556605,5.3705063,2.8457885,4.2676625,5.1167197,4.3869944,6.6669035,3.691489,3.1197522,3.185222,3.7083683,3.664731,6.073981,4.125504,4.5351176,6.0984597,5.1132445,2.746474,3.2810948,6.7784734,3.5286922,7.257314,6.9656653,5.8958383,5.960362,5.76031,6.246051,4.8637896,4.3008924,5.8748503,5.7627735,3.9644623,6.6235113,6.322233,3.8802943,5.311105,5.3301773,4.678186,4.471734,3.3974123,0
12.723974,-2.486954,0.44206277,7.1591053,7.783604,2.685592,7.809187,3.2698073,8.75766,4.7055197,4.0242453,5.0675826,2.872501,3.9405434,5.400945,4.5458465,6.6864924,3.787871,2.6672108,3.4319646,3.5108764,3.8183577,5.51561,4.2112317,4.4078107,6.044082,5.5885277,3.2107232,3.3458638,7.2723665,3.5997345,7.8069057,7.029359,5.699185,6.1566925,5.578645,5.9036083,4.548468,4.0730515,5.7973785,5.8167286,3.7141523,6.243421,6.228225,3.7775548,5.5207186,5.868495,4.888419,4.3771887,3.148573,0
12.013951,-3.4115753,0.26740986,7.145949,7.5760803,2.8811572,7.6203604,2.8499916,8.92686,4.3332872,3.5289097,5.474111,2.9478514,4.23995,5.397012,4.5273848,6.735845,3.9238932,2.8857706,3.4304192,3.5504155,3.7363982,5.794487,4.0015473,4.53111,6.1364355,5.066364,2.9081128,3.234548,6.8986135,3.4338143,7.6193027,7.08958,5.954564,6.091388,5.6867385,6.255475,4.6694565,4.190188,5.810945,5.7184944,3.7583728,6.4023085,6.3853517,3.9185448,5.39232,5.5477962,4.695127,4.1713457,3.3425643,0
12.685463,-0.74742264,-0.37863162,6.4991627,7.4400263,2.4909399,7.2511206,1.8188659,8.165945,5.584573,4.5665836,4.812238,2.7956088,3.8813348,5.394376,4.4712825,6.8240676,3.9149017,2.6486435,3.1866596,3.6815484,3.9966924,5.3439455,4.2321954,4.622645,6.101513,5.608759,3.3919613,3.6363106,7.5823545,3.3296452,8.187737,6.5259724,5.8388457,6.1854877,5.720628,6.39364,4.5107102,4.551663,6.1215878,5.9255357,3.7973096,6.1113343,5.928093,3.5601323,5.7819114,5.806332,4.639678,4.6171365,3.0514748,1
13.31983,-1.6817496,0.17442347,7.183015,8.022463,2.6084638,7.922799,3.2790577,8.707512,4.8315024,4.1609607,4.9204144,2.7927573,3.8310785,5.384283,4.500303,6.659689,3.6270413,2.6045063,3.309089,3.5257556,3.7783513,5.532033,4.2482867,4.386244,6.0977697,5.7403727,3.149973,3.3757193,7.417068,3.5920522,7.8880835,6.9871936,5.6583786,6.1644425,5.6331697,5.860593,4.5294623,4.0523047,5.7933908,5.8943377,3.7598896,6.2592773,6.186732,3.6592038,5.537796,5.923065,4.905713,4.453999,3.039535,0
13.050336,-1.4423095,-0.17736228,7.1287093,8.114824,2.595735,7.9857483,3.1424785,8.872665,4.690004,4.074084,4.974803,2.706396,3.8777933,5.378177,4.457769,6.635117,3.5721567,2.628965,3.29105,3.5049229,3.702485,5.6446404,4.2105055,4.372106,6.1423907,5.6842303,3.0197349,3.338693,7.3477755,3.5636897,7.883679,7.0328407,5.7091365,6.0883107,5.6774297,5.8750134,4.537354,3.9972591,5.734318,5.913021,3.8203187,6.3586097,6.2503214,3.6762276,5.484006,5.8818073,4.932838,4.41959,3.0263357,0
10.643604,-3.121988,-0.6031273,6.6466246,6.9283595,2.9576843,6.9670978,1.6648992,8.5547495,4.6189494,3.5907056,5.6399546,2.8991115,4.650313,5.080047,4.413515,6.8330326,4.307168,3.3871446,3.3995898,3.81148,3.8911817,5.9697323,4.062405,4.755378,5.9193344,4.6384153,3.0876179,3.424702,6.462017,3.3719552,7.2318783,6.672121,6.1461987,5.8128705,5.691786,6.76536,4.9441767,4.7402453,6.1306605,5.6202173,3.985784,6.5851784,6.23553,4.146088,5.4394383,5.0533347,4.4857426,4.5047784,3.6874166,2
13.299563,-2.3271408,-0.34640074,7.3600945,7.9404354,2.919839,7.7037086,2.8691783,8.705913,4.437373,3.5378256,5.394337,2.8675523,4.2662873,5.1633673,4.3899193,6.6992135,3.6906874,3.088383,3.1276593,3.7270591,3.6494613,6.0764565,4.0620646,4.5853753,6.171668,5.0509644,2.6789725,3.2762113,6.8299513,3.4330883,7.348477,6.9336286,5.9575887,6.012758,5.821782,6.37807,4.8570027,4.3580213,5.9139175,5.7789135,3.9490643,6.5970755,6.323327,3.8200145,5.3318596,5.313367,4.5809374,4.4153576,3.369526,0
13.072733,-0.90215766,-0.5005044,6.957654,7.971477,2.5607102,7.7706265,2.7149556,8.618809,4.981184,4.2495823,4.903626,2.680084,3.9160576,5.2865596,4.4147415,6.6749406,3.6386914,2.722776,3.2061486,3.6117144,3.7722242,5.6361094,4.2598777,4.453557,6.0970826,5.6612687,3.1124732,3.448264,7.358095,3.5229156,7.862202,6.8256106,5.73833,6.0501895,5.702878,6.0464153,4.5987954,4.2123885,5.880891,5.9280434,3.8882391,6.361736,6.134319,3.6512523,5.555723,5.782933,4.8413796,4.5841923,3.0629992,0
12.221933,-3.2735665,0.3256165,7.1634207,7.633603,2.8203502,7.6714244,2.9184878,8.924205,4.4054313,3.6251144,5.3925157,2.9339943,4.1554875,5.443889,4.5435762,6.7307715,3.8817527,2.786511,3.4309294,3.5236478,3.7339537,5.715825,4.0161242,4.5039477,6.152822,5.1825137,2.9473157,3.2375472,7.022917,3.4393933,7.731773,7.1012974,5.911017,6.136779,5.6785684,6.1901174,4.619063,4.1372643,5.794831,5.7514324,3.72479,6.3455167,6.371487,3.8602395,5.4253764,5.6538115,4.7220073,4.1618767,3.266094,0
12.556352,-2.2506328,-0.11529273,7.1169486,7.726161,2.7309964,7.673868,2.9081175,8.711756,4.6731796,3.9306731,5.1760416,2.8079953,4.1260595,5.2425685,4.4623756,6.6940184,3.8198838,2.895557,3.347235,3.6280236,3.7763648,5.726615,4.2033834,4.484951,6.014516,5.3814864,3.1070185,3.3584974,7.0463243,3.5654533,7.5827103,6.918613,5.7930884,6.019376,5.639306,6.110061,4.7088213,4.2407007,5.885302,5.8005667,3.854494,6.4131765,6.235103,3.8446665,5.47043,5.6192527,4.7865925,4.4876437,3.271565,0
12.095301,-3.0450137,-0.2181168,7.1766305,7.539882,2.8618326,7.528577,2.7265196,8.79519,4.4249845,3.6211238,5.44864,2.855266,4.3660955,5.177146,4.45064,6.720733,3.945536,3.097308,3.378865,3.6863074,3.728681,5.9148192,4.1089516,4.561122,6.001944,5.0421224,2.9778342,3.2838864,6.737918,3.516258,7.3503366,6.940927,5.9246244,5.944929,5.667842,6.3170624,4.8462906,4.338473,5.922265,5.7180676,3.8976386,6.536364,6.3337264,3.9832094,5.382551,5.3811693,4.663985,4.4137735,3.4486492,0
10.414108,-3.432152,-0.07026415,6.488403,6.8438764,2.957189,6.942847,1.5755564,8.58967,4.670884,3.5746124,5.640101,3.0184045,4.504935,5.3408737,4.506238,6.8836846,4.3480196,3.1406584,3.4490104,3.680993,3.9531717,5.771179,3.9428413,4.7621417,6.064667,4.6560626,3.0798073,3.4202101,6.6917667,3.2372122,7.603978,6.7565875,6.202643,5.9968963,5.7171016,6.7791505,4.7305145,4.6616106,6.067084,5.622954,3.8189142,6.384175,6.239582,4.0540924,5.5052075,5.2398124,4.4765,4.2569757,3.567105,2
10.864216,-3.1042397,-0.00087751355,6.569676,7.0679765,3.0262156,7.098413,1.8617048,8.55803,4.6216283,3.5302098,5.5915813,3.0335345,4.444381,5.299196,4.475315,6.846882,4.223017,3.1694427,3.3647707,3.6798863,3.9526322,5.849539,3.9752545,4.7343946,6.092431,4.7064643,2.983212,3.4369292,6.693017,3.276443,7.520462,6.7786436,6.169854,5.995623,5.7425723,6.6900997,4.726818,4.632939,6.025909,5.6284804,3.8526487,6.4284496,6.2171087,4.0269895,5.459844,5.209001,4.5263176,4.3050456,3.562695,2
11.988954,-3.2216508,0.20892262,7.0219436,7.4666853,2.806517,7.500035,2.5743632,8.825401,4.535426,3.675471,5.408306,2.9431767,4.1982446,5.4458523,4.541953,6.7723618,3.970803,2.8142176,3.4205377,3.5603206,3.775688,5.6871343,3.9969234,4.5642586,6.150169,5.1107044,2.9934957,3.2804072,7.0228677,3.3751814,7.776005,7.0091753,5.966959,6.136188,5.6961904,6.331825,4.628587,4.2532763,5.8697515,5.746072,3.730138,6.320958,6.3321843,3.859163,5.4705358,5.6073847,4.6480904,4.1780486,3.2898772,0
13.491795,-2.4937985,0.25201827,7.3520722,8.009117,2.701371,7.883051,3.1481063,8.858462,4.579945,3.805405,5.175605,2.8818228,3.933871,5.4989443,4.5288153,6.7012935,3.6288328,2.592116,3.2718437,3.5162115,3.6598547,5.6648903,4.0368896,4.460266,6.268458,5.447631,2.860556,3.2342567,7.32739,3.4178574,7.93064,7.103509,5.8244658,6.251846,5.7513466,6.0918903,4.5552735,4.046968,5.773463,5.868016,3.7072196,6.285412,6.3378005,3.6384706,5.464256,5.8256354,4.7196784,4.180892,3.0592167,0
12.420573,-2.6066866,0.112541325,7.0478387,7.642086,2.7522025,7.6122417,2.7421007,8.751342,4.6545897,3.8370354,5.249808,2.8857954,4.098778,5.3946366,4.511183,6.7373652,3.861329,2.7857294,3.3600085,3.5720074,3.7830515,5.666156,4.08734,4.520862,6.125925,5.2932806,3.0360405,3.3290367,7.124751,3.4418497,7.7779555,6.968561,5.878045,6.1232677,5.68615,6.20991,4.6183276,4.227949,5.865528,5.7931213,3.7667756,6.3246474,6.2692323,3.79957,5.4903407,5.6673408,4.7192187,4.303091,3.2277598,0
12.979861,-2.5006564,0.5618113,7.243189,7.825186,2.7010877,7.8447676,3.449717,8.699167,4.728589,4.0498266,5.0313554,2.8946362,3.9171026,5.3676767,4.5491667,6.6770573,3.7673497,2.6812038,3.4223564,3.5268645,3.8334405,5.5063186,4.249666,4.3961186,6.0144725,5.635929,3.2424438,3.3553336,7.279759,3.6457624,7.7475247,7.022266,5.6538086,6.1693187,5.557808,5.8533163,4.5662956,4.0764275,5.808346,5.8121743,3.710904,6.23467,6.205488,3.7741423,5.521126,5.8725963,4.8999257,4.4241576,3.1593375,0
10.426761,-3.4594486,0.022075206,6.470268,6.852053,2.9586015,6.959566,1.5979574,8.598228,4.6762667,3.5735798,5.6302905,3.0410507,4.4657407,5.390186,4.5233355,6.888457,4.3420544,3.0882988,3.4550545,3.6522567,3.9642026,5.7333555,3.9253836,4.7564087,6.093501,4.6749372,3.0752945,3.4193738,6.743034,3.219273,7.672853,6.779177,6.2046647,6.034206,5.7206326,6.7628865,4.6855264,4.635655,6.0475545,5.625612,3.786688,6.345755,6.2391133,4.032434,5.5150867,5.2828016,4.4849315,4.212935,3.538648,2
13.190891,-2.446169,0.54665047,7.2863317,7.9409785,2.689875,7.9212937,3.4589062,8.779932,4.670804,3.991609,5.04298,2.889366,3.8728454,5.438186,4.5519075,6.6727633,3.6906865,2.6029682,3.3843944,3.491601,3.7787395,5.5263233,4.1897182,4.3885,6.1062994,5.6372614,3.1259787,3.313602,7.3444195,3.5888367,7.8495545,7.081647,5.681883,6.213976,5.6098576,5.8605766,4.523811,4.0120473,5.761915,5.8396363,3.690561,6.229054,6.248929,3.713836,5.5045,5.9144683,4.8845415,4.330063,3.0922127,0
13.28003,-2.3918068,0.26636633,7.333051,8.043779,2.687197,7.962212,3.322586,8.908121,4.5419188,3.8592718,5.125881,2.8424945,3.9173214,5.4594884,4.5224338,6.667141,3.6206567,2.6041682,3.3263586,3.491237,3.677063,5.647036,4.1070957,4.404435,6.1984057,5.538932,2.9384804,3.248877,7.3047543,3.51118,7.873257,7.1279383,5.7573614,6.1971006,5.6908092,5.949396,4.5471144,3.982684,5.7308598,5.863552,3.7252429,6.3056483,6.3279805,3.6860404,5.45387,5.8637896,4.8296747,4.245349,3.0666497,0
11.076939,-3.1527817,-0.42894253,6.890234,7.214917,2.9756901,7.256866,2.2619069,8.699824,4.421722,3.5314739,5.5951505,2.8772857,4.575589,5.05812,4.4116764,6.759863,4.1543574,3.3506696,3.413198,3.7591665,3.8266187,6.0155683,4.1129565,4.6513443,5.907937,4.777823,3.0292501,3.362195,6.462784,3.4952064,7.1379714,6.8129797,6.038235,5.8060293,5.654954,6.515688,4.937288,4.55333,6.0131483,5.631212,3.985049,6.6295724,6.289572,4.1488123,5.3673654,5.129804,4.616099,4.5066147,3.650673,2
12.936072,-0.21286297,-0.7020926,6.4727597,7.455953,2.4414027,7.194173,1.6696341,8.0304575,5.751064,4.7079697,4.726355,2.7326078,3.89174,5.29379,4.4234858,6.8222914,3.8926363,2.71601,3.1125145,3.7598093,4.004819,5.37044,4.2988796,4.64561,6.05608,5.6573277,3.4389699,3.694855,7.588857,3.3479247,8.122271,6.403746,5.815539,6.13412,5.7324085,6.4407597,4.5767226,4.650913,6.200315,5.9562073,3.871018,6.1510262,5.8611884,3.5335643,5.8111424,5.754693,4.6119943,4.769771,3.056547,1
13.230323,-2.2365274,0.13968892,7.347099,8.077202,2.6754382,7.9993696,3.4057324,8.915321,4.5283947,3.9005787,5.095001,2.793568,3.9385571,5.3830037,4.4968987,6.640964,3.6072407,2.6617036,3.336709,3.510373,3.673656,5.6791735,4.168667,4.3784375,6.1338825,5.5825047,2.9808288,3.2619963,7.250906,3.5819783,7.7727404,7.1126575,5.7137156,6.129971,5.6586585,5.88308,4.588947,3.975181,5.72882,5.864056,3.7729986,6.3580265,6.3171215,3.7241995,5.4388924,5.842204,4.88243,4.3360515,3.0928707,0
12.6259,-1.374452,-0.13255365,6.6201067,7.457756,2.4907064,7.333934,1.9809535,8.363244,5.3937035,4.425982,4.9035606,2.8310592,3.86795,5.5171804,4.526284,6.8230653,3.9088936,2.5351226,3.2643857,3.6007364,3.9313512,5.3136506,4.143928,4.5906157,6.1668425,5.579685,3.321239,3.5321145,7.6071353,3.300079,8.291147,6.678957,5.8555884,6.2542243,5.7185016,6.3491397,4.455615,4.40897,6.035451,5.91773,3.7112012,6.0694366,6.0357957,3.55829,5.7518606,5.899727,4.6439056,4.424772,3.0067403,1
11.68344,-3.0686991,-0.2554354,7.087298,7.487192,2.9575438,7.493198,2.6780677,8.794119,4.333267,3.5171866,5.525528,2.8719103,4.452396,5.10913,4.423086,6.715949,3.9934237,3.2330759,3.3839185,3.7027168,3.763643,6.009163,4.1162186,4.5790706,5.9678593,4.922648,2.9461527,3.3087044,6.577437,3.5336728,7.196825,6.9258485,5.966262,5.8682404,5.6641603,6.348912,4.8846154,4.3948307,5.9209075,5.6699414,3.949799,6.6121707,6.3281,4.072922,5.337302,5.249627,4.682795,4.4531455,3.551359,2
10.3795395,-3.4485695,-0.20932186,6.5333123,6.84025,2.9498658,6.9540505,1.6183536,8.61421,4.6278067,3.5797572,5.6477327,2.980276,4.5544195,5.269641,4.489095,6.8652954,4.3572474,3.2062626,3.4732857,3.7050462,3.9371908,5.8103538,3.9843931,4.7463946,6.00172,4.659642,3.113188,3.412879,6.6125317,3.2953744,7.491219,6.751583,6.1740646,5.935081,5.6858773,6.746592,4.7882056,4.659511,6.07224,5.614738,3.8576403,6.437606,6.2493887,4.103678,5.485165,5.204915,4.5020823,4.321184,3.6076367,2
12.327115,-2.6319249,-0.46134916,7.1808486,7.660768,3.060648,7.5066137,2.6463869,8.657286,4.335039,3.4018645,5.556753,2.8917725,4.4935226,5.004401,4.352419,6.713185,3.8853328,3.3768587,3.1947103,3.7969437,3.732974,6.207506,4.096701,4.642734,6.033462,4.8019705,2.739761,3.3288312,6.490882,3.4818788,7.0300584,6.851489,6.0290146,5.848532,5.772586,6.4908385,4.979706,4.5254283,5.976875,5.6738887,4.043306,6.7223377,6.3027463,4.02987,5.281702,5.0537515,4.5772896,4.52792,3.6047149,2
11.857138,-2.977881,-0.050095353,7.1442423,7.53491,2.8570578,7.5979843,3.000024,8.779965,4.4414587,3.7344124,5.357907,2.841898,4.32715,5.121086,4.4572606,6.686263,3.9667306,3.1151278,3.4598513,3.6622849,3.7971554,5.8437266,4.2241745,4.4948416,5.883766,5.182564,3.144925,3.3308988,6.7280793,3.65498,7.267679,6.945155,5.816321,5.8962975,5.5657716,6.121956,4.8294697,4.2869973,5.8923454,5.699444,3.9010909,6.5234604,6.284022,4.047679,5.3923826,5.4394746,4.806064,4.524833,3.4733913,0
10.858134,-3.2387955,0.027876848,6.555012,6.9815564,2.8917284,7.05355,1.7387615,8.596212,4.737088,3.672257,5.532997,3.0098288,4.376065,5.4101787,4.526041,6.870784,4.255907,3.0001729,3.4278724,3.639986,3.936965,5.6860223,3.9523368,4.7214036,6.110607,4.8134465,3.0892146,3.4134922,6.864909,3.2397034,7.746808,6.7925653,6.14497,6.0717525,5.7211447,6.681789,4.658567,4.5734997,6.0306954,5.6701097,3.771831,6.313683,6.229642,3.9606109,5.5354342,5.38097,4.510874,4.2288537,3.4553797,2
10.822308,-3.209904,-0.39927363,6.6734295,6.9639306,2.8636577,7.0305142,1.7461782,8.617661,4.67636,3.68547,5.564951,2.9051046,4.522842,5.220947,4.4690413,6.839191,4.2737865,3.1824286,3.4417984,3.7353601,3.8765347,5.815649,4.0339346,4.715786,5.9766493,4.7801614,3.1339688,3.3944335,6.667717,3.344921,7.476112,6.740048,6.1059303,5.9205027,5.68053,6.6836395,4.832778,4.62226,6.0830026,5.662094,3.8870604,6.4617677,6.2526765,4.057651,5.491613,5.2531996,4.511257,4.3942246,3.555536,2
13.8826065,-1.8209983,-0.24587385,7.2868814,7.973916,2.654842,7.7099276,2.7318413,8.616764,4.84722,3.9504087,5.110078,2.82562,3.9813776,5.3804975,4.4611616,6.7315197,3.6240509,2.7002332,3.123119,3.652764,3.6674201,5.7287574,4.070705,4.549053,6.2571445,5.41313,2.8619566,3.3146746,7.332989,3.359426,7.879302,6.8964677,5.86293,6.2094526,5.8201385,6.298196,4.660207,4.2633443,5.9274364,5.9073544,3.8066058,6.3352532,6.2464,3.5768108,5.512863,5.6950393,4.5859466,4.352068,3.0784721,0
12.804575,-3.0994573,0.35292795,7.2646265,7.76792,2.7918408,7.7330346,2.9842749,8.889752,4.4633603,3.650591,5.340037,2.9431412,4.0751595,5.4890943,4.547324,6.7324595,3.7877493,2.7026575,3.3552072,3.523778,3.6977,5.7024426,3.9899354,4.5062566,6.228811,5.242361,2.875803,3.2216866,7.144735,3.3961902,7.8258114,7.108982,5.903547,6.212284,5.727978,6.2000065,4.593945,4.11669,5.795232,5.7923317,3.7005644,6.3094053,6.370401,3.759494,5.43873,5.70806,4.67875,4.127085,3.1864462,0
10.764006,-3.3651066,-0.073694386,6.627088,6.981042,2.8541856,7.0899754,1.8288002,8.682279,4.6645656,3.6806326,5.5424666,2.9575756,4.41563,5.3679633,4.522481,6.848233,4.2622323,3.0225132,3.4833958,3.6421716,3.8978558,5.700225,3.9847322,4.6875396,6.0505137,4.8424635,3.132058,3.3792782,6.8095846,3.3039963,7.6800995,6.8234544,6.104474,6.019548,5.6786513,6.6161995,4.7018495,4.521702,6.0137167,5.6700106,3.790663,6.353658,6.2664404,4.0065784,5.5169086,5.3941517,4.5506225,4.256833,3.4700387,2
13.554526,-2.083529,-0.037904155,7.3628454,8.149219,2.6905544,7.9697614,3.1737168,8.907768,4.5286083,3.8046892,5.1509886,2.8030593,3.9468243,5.4286523,4.4770513,6.665326,3.5469182,2.645865,3.2242413,3.5319564,3.6150925,5.761997,4.0693927,4.436737,6.262293,5.473022,2.7943301,3.2350914,7.2797937,3.4508004,7.851274,7.100701,5.8119473,6.1756034,5.770441,6.0516443,4.592482,4.024744,5.74847,5.890608,3.783518,6.3787217,6.3461733,3.6434221,5.425246,5.7826147,4.7627516,4.25132,3.0566897,0
14.076222,-2.0911024,-0.34644225,7.4118323,7.911996,2.6343117,7.6481338,2.7206845,8.588436,4.854404,3.9469073,5.145588,2.8137765,4.051701,5.3244853,4.459203,6.740014,3.6565232,2.7514174,3.1283967,3.7118585,3.6313457,5.756165,4.0782986,4.5712,6.2122006,5.3725653,2.8883502,3.2854328,7.2748766,3.37493,7.794223,6.8665648,5.8560376,6.193533,5.8102045,6.3563604,4.750478,4.3097415,5.98566,5.9033093,3.822792,6.361334,6.2655816,3.59498,5.5123324,5.6503196,4.5194383,4.386188,3.117114,0
11.734955,-2.619216,-0.64144814,7.028809,7.4539914,3.0194333,7.369014,2.4419816,8.61476,4.419707,3.5174508,5.5445504,2.8418112,4.5729246,4.9276295,4.341891,6.721407,4.0127606,3.4602334,3.2742865,3.830704,3.7885466,6.1675925,4.167175,4.6500316,5.909002,4.8010807,2.9153557,3.381357,6.4098935,3.538584,6.9578667,6.767235,6.0100427,5.7551246,5.702394,6.4994783,5.024696,4.5966444,6.031567,5.652663,4.0830693,6.739814,6.2606254,4.1186748,5.3163104,5.0203133,4.610144,4.641457,3.67264,2
10.426528,-3.4511683,-0.09490488,6.4968204,6.8376265,2.945632,6.942346,1.5717016,8.598789,4.67157,3.5824053,5.637968,3.0138993,4.5036726,5.3451405,4.5100284,6.8838043,4.35068,3.130711,3.4575443,3.6788588,3.9482381,5.7612453,3.9430227,4.7589374,6.0615635,4.6646714,3.089955,3.4147284,6.699173,3.2391675,7.6125026,6.760796,6.197831,5.999315,5.7124896,6.7752047,4.7299824,4.653438,6.066501,5.625571,3.8139985,6.379004,6.244152,4.0527906,5.508679,5.2522945,4.476825,4.253469,3.5611246,2
10.529532,-3.459801,0.14327544,6.469964,6.880095,2.9234033,6.995987,1.640157,8.61409,4.7122097,3.6192133,5.585833,3.052706,4.392084,5.462295,4.54967,6.891391,4.319964,2.9868257,3.4670935,3.6121397,3.9677227,5.656575,3.9132352,4.7375417,6.1275587,4.747272,3.09318,3.4139333,6.8511834,3.2031825,7.7977853,6.8093147,6.1855493,6.091978,5.7182136,6.7206535,4.6213717,4.581751,6.0220375,5.6449146,3.737419,6.280888,6.2378745,3.9846444,5.541293,5.3792744,4.5018287,4.161023,3.4732075,2
13.01791,-2.0287359,0.17054269,7.2197638,8.015374,2.6196854,7.970323,3.3420625,8.873135,4.652146,4.0466037,5.0072236,2.775348,3.8828695,5.404885,4.5093694,6.644881,3.6411026,2.607,3.3751194,3.4877787,3.7297645,5.5720425,4.2142887,4.3602533,6.097828,5.685191,3.1066005,3.3130019,7.336482,3.6044786,7.8624134,7.0767894,5.67456,6.133284,5.618419,5.8261685,4.534046,3.9701746,5.733651,5.87678,3.7541697,6.2983255,6.26479,3.7149649,5.4923077,5.9237866,4.937368,4.377323,3.0572386,0
10.566135,-3.382578,-0.23344973,6.582878,6.896628,2.9328434,6.9840064,1.6612833,8.614538,4.6378236,3.5910568,5.6292453,2.9696229,4.5347,5.2726073,4.4851003,6.860947,4.3187013,3.1858077,3.4477775,3.710005,3.914033,5.8171086,3.981518,4.743026,6.019729,4.685199,3.088842,3.40236,6.643984,3.2906468,7.5085874,6.7553935,6.165944,5.9488015,5.7007084,6.741821,4.7915435,4.6471467,6.071788,5.631599,3.8588965,6.438596,6.2544985,4.0733767,5.4848876,5.219718,4.49108,4.3197727,3.5819898,2
11.858079,-2.6753032,-0.19622675,6.995002,7.4851813,2.7751272,7.503973,2.622621,8.7452,4.603226,3.8291907,5.316581,2.8238564,4.2706766,5.2236853,4.4660773,6.725459,3.9710262,2.9988742,3.4173405,3.647582,3.7976065,5.764787,4.162451,4.5344734,5.974553,5.1959047,3.1299758,3.352546,6.8844576,3.5322773,7.5098267,6.896097,5.8751545,5.959822,5.626005,6.24002,4.7557893,4.320784,5.9209557,5.7467,3.8692365,6.449328,6.263332,3.9494443,5.458385,5.508852,4.7386684,4.457184,3.376904,0
10.369624,-3.5099854,0.07824087,6.453325,6.8541026,2.9898064,6.968928,1.6230944,8.603806,4.645326,3.5365179,5.6483135,3.0651045,4.4636483,5.4028068,4.5276423,6.88882,4.3458357,3.0924413,3.4579375,3.6389122,3.977762,5.739987,3.9151106,4.756591,6.104697,4.6521773,3.0555437,3.4213161,6.729293,3.2141347,7.66877,6.7948785,6.215541,6.040706,5.722634,6.759248,4.669949,4.6315002,6.032812,5.612786,3.7787936,6.3431997,6.240319,4.042479,5.5049133,5.2725396,4.493604,4.191899,3.5501232,2
13.181354,-2.3405282,0.262336,7.330723,8.039879,2.6673882,7.9886317,3.424404,8.909541,4.551806,3.923203,5.083429,2.8150728,3.9136539,5.41807,4.518731,6.6488233,3.6294403,2.6214552,3.3638036,3.4910228,3.6940277,5.624516,4.1660175,4.3736563,6.1334515,5.605774,3.020402,3.265169,7.290173,3.5804098,7.822881,7.1223373,5.704275,6.1593027,5.642749,5.8653407,4.557904,3.9613762,5.7246175,5.860857,3.739497,6.3142834,6.310722,3.7184992,5.457841,5.885499,4.89042,4.311276,3.0786142,0
10.847281,-3.2885532,0.091319494,6.5382895,6.95316,2.8349707,7.0494633,1.7134823,8.617064,4.7882237,3.7379951,5.497486,3.0070465,4.326703,5.4752364,4.554246,6.879906,4.265338,2.9064863,3.4605312,3.6085389,3.9379547,5.5982323,3.94214,4.708468,6.124968,4.8761086,3.1390111,3.4058821,6.9605966,3.2248144,7.8727727,6.809272,6.1287074,6.116254,5.708459,6.657893,4.608612,4.532277,6.020773,5.688715,3.7251213,6.2493324,6.232173,3.9261186,5.5713363,5.475754,4.5181212,4.18389,3.3977365,2
10.341068,-3.4774923,-0.14492157,6.5018306,6.825383,2.972391,6.9383492,1.5894623,8.604871,4.627135,3.5512345,5.664658,3.006465,4.548187,5.297015,4.495738,6.8754478,4.3655057,3.1954653,3.4654477,3.6953566,3.9498022,5.806359,3.9602573,4.759036,6.0284677,4.6297765,3.0895774,3.4167588,6.621409,3.2666655,7.523047,6.755108,6.198277,5.955984,5.7007556,6.7731686,4.7668915,4.669933,6.069858,5.6084394,3.8435068,6.421916,6.247459,4.0960093,5.4867096,5.1988764,4.4878855,4.288329,3.6071413,2
11.6830635,-3.482653,0.22788578,7.021575,7.4270267,2.898969,7.4887486,2.6007152,8.876473,4.382924,3.5213583,5.518761,2.968889,4.2919536,5.4005847,4.5294037,6.7670064,4.010656,2.9254043,3.4410846,3.5681837,3.775501,5.786152,3.9783597,4.576416,6.1310105,4.976944,2.9341636,3.2623765,6.8599367,3.3877974,7.6291914,7.037301,6.0091147,6.0815163,5.6941695,6.3608994,4.6744056,4.273212,5.854593,5.6974897,3.760448,6.3925695,6.3660555,3.9451134,5.4125695,5.4937515,4.649111,4.166415,3.3839798,0
