UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50,cluster
13.019229,-0.027208414,-0.79312897,6.4586554,7.473172,2.4445386,7.180523,1.6405252,7.9723144,5.7978415,4.7382336,4.702854,2.7184796,3.8998926,5.251484,4.4025335,6.820665,3.8809054,2.7531807,3.0772626,3.7904112,4.012569,5.3948674,4.3221803,4.6569543,6.0422187,5.660804,3.4404302,3.7195816,7.5780888,3.3544526,8.082658,6.359028,5.812466,6.1126995,5.7409444,6.459861,4.6032996,4.6939387,6.2276707,5.96159,3.9027917,6.172864,5.834372,3.5289397,5.814194,5.7197247,4.6020713,4.8296075,3.0691228,1
12.960985,-0.5478513,-0.74178284,6.7451177,7.6423464,2.5808728,7.3975396,2.2003243,8.197856,5.366487,4.4465413,4.858484,2.708432,4.031753,5.1126165,4.3721375,6.743308,3.8216538,2.9390228,3.1336303,3.7882154,3.920969,5.6230764,4.3497944,4.5862613,5.965337,5.5592256,3.3117466,3.6127841,7.271516,3.5064857,7.702651,6.518425,5.773897,5.987139,5.6939387,6.3002906,4.7296433,4.57205,6.1222835,5.8954453,3.9734168,6.362538,5.9570394,3.6897566,5.6498246,5.57834,4.6988544,4.843884,3.208776,1
11.377968,-2.7956784,0.0409529,6.578491,7.0973954,2.738188,7.131839,1.7983922,8.553632,4.9480543,3.9203951,5.3378296,2.9598525,4.19981,5.4914465,4.5489054,6.864527,4.163711,2.7981443,3.406532,3.6058195,3.9292643,5.520267,3.9927845,4.675729,6.1407447,5.068927,3.1825633,3.4334207,7.1420903,3.2431192,7.9930983,6.779551,6.0536566,6.159789,5.713127,6.574351,4.5677004,4.493115,6.023636,5.7530727,3.7173967,6.1981463,6.1842237,3.8211393,5.619796,5.59636,4.547612,4.241217,3.2865608,0
12.677017,-0.903348,-0.28020126,6.513301,7.440005,2.4686186,7.2723246,1.8370432,8.222751,5.5619636,4.5565925,4.8183346,2.8066156,3.849232,5.462294,4.4973254,6.8292766,3.9119773,2.5719936,3.2132025,3.6440904,3.9819443,5.2975717,4.199439,4.611067,6.135493,5.627449,3.384774,3.6087136,7.639862,3.306332,8.2819605,6.572293,5.841617,6.2284536,5.721622,6.3771925,4.4667897,4.4979897,6.093234,5.933624,3.7530324,6.068923,5.95475,3.5369964,5.7908726,5.873274,4.641472,4.5413594,3.0090415,1
12.498043,-1.2332598,-0.17786394,6.5173106,7.364109,2.4905326,7.2380285,1.822573,8.260348,5.506391,4.494432,4.879232,2.838105,3.8805523,5.4909925,4.519068,6.841632,3.9609566,2.571145,3.2545059,3.6298938,3.983577,5.288322,4.167157,4.6197696,6.1380305,5.5687795,3.3858593,3.5850625,7.606484,3.2912567,8.286919,6.602085,5.8653812,6.2416677,5.7128673,6.4015503,4.4630775,4.492015,6.087019,5.910937,3.7253153,6.055096,5.9824357,3.56546,5.784327,5.8674107,4.6250596,4.48346,3.0322967,1
13.366131,-2.334142,-0.19735585,7.366505,7.999405,2.7847354,7.810227,2.9805477,8.825901,4.4836063,3.6763265,5.2863193,2.8315778,4.1187325,5.311268,4.4442797,6.68956,3.6433938,2.8506217,3.1996083,3.6273737,3.6238072,5.8988605,4.055293,4.513838,6.212355,5.2550054,2.7569697,3.242214,7.05922,3.4345396,7.6246963,7.022147,5.8883114,6.100015,5.7888255,6.2289295,4.7266097,4.186462,5.837057,5.835145,3.853092,6.475182,6.348061,3.7352326,5.387487,5.5644174,4.6590667,4.312514,3.2089615,0
12.535585,-1.3642479,-0.10600104,6.572395,7.4239006,2.496107,7.3063,1.9275004,8.3433895,5.4178867,4.4345527,4.902722,2.8419771,3.8653603,5.5278563,4.5298624,6.8311696,3.9285626,2.5327601,3.267338,3.59749,3.9515014,5.2976947,4.140451,4.599009,6.169188,5.57106,3.334265,3.5466316,7.61438,3.2881012,8.311089,6.6663275,5.8657446,6.2595606,5.7186875,6.364629,4.441799,4.4256554,6.041831,5.9132867,3.7051528,6.0552683,6.022958,3.5592945,5.762131,5.8986773,4.64128,4.4213676,3.009708,1
12.749801,-2.2475367,0.13056904,7.199503,7.9415517,2.6735013,7.915797,3.2601073,8.90059,4.566205,3.9420943,5.100066,2.791277,3.9675415,5.378163,4.5019264,6.65303,3.6928897,2.6879885,3.3904552,3.50313,3.727332,5.637745,4.1872864,4.385535,6.088004,5.564641,3.0685632,3.2994332,7.2194614,3.5910234,7.775355,7.0798492,5.7231154,6.096061,5.6244583,5.8924623,4.573946,4.008578,5.741985,5.8432856,3.7747066,6.344701,6.2906327,3.7740338,5.461208,5.8339477,4.9097247,4.360529,3.1264966,0
13.377429,-2.630301,0.13741305,7.4617662,8.063682,2.7983391,7.9442644,3.3572583,8.910974,4.3814993,3.6584196,5.264376,2.8620012,4.0578394,5.3482485,4.482158,6.6609597,3.6205516,2.7863626,3.275965,3.562913,3.6312568,5.8389835,4.0825305,4.4460344,6.186588,5.349741,2.803742,3.211839,7.086934,3.514108,7.6233726,7.1241703,5.8144,6.129642,5.727234,6.05275,4.6772523,4.0596395,5.7600203,5.820569,3.7982597,6.4354815,6.372424,3.7575877,5.370689,5.6634293,4.7568574,4.272825,3.1901436,0
12.708845,-0.9438032,-0.29213622,6.530119,7.4373035,2.4694853,7.265761,1.8245062,8.2273445,5.5533237,4.541653,4.8316083,2.8084645,3.8582158,5.4641314,4.497885,6.8320885,3.9125497,2.5738618,3.2095852,3.6484954,3.9724193,5.3060236,4.189266,4.616757,6.142118,5.611522,3.3712373,3.5999322,7.633931,3.2973518,8.279463,6.5744605,5.8496423,6.231924,5.7282405,6.3945675,4.474369,4.5016556,6.0972095,5.9336166,3.7522793,6.072026,5.9631534,3.5348845,5.7880416,5.866044,4.6262326,4.5311,3.0106719,1
11.3954,-2.4832416,-0.6333891,6.7806616,7.216219,2.9131503,7.1698847,2.033838,8.489698,4.7035937,3.7406232,5.4572053,2.8454332,4.5175524,5.017642,4.3799925,6.7781386,4.133604,3.3472245,3.3166063,3.8201284,3.8773403,5.9682317,4.167788,4.688203,5.902123,4.86843,3.0994358,3.4572356,6.580517,3.4689665,7.2030406,6.6623974,6.0229783,5.813466,5.682604,6.5811095,4.939503,4.6737323,6.103845,5.6753125,4.022395,6.5984874,6.1801324,4.0674734,5.439743,5.130368,4.576552,4.6379466,3.6095092,2
12.581013,-0.58812046,-0.56182647,6.6086082,7.615101,2.8138871,7.3576984,2.2136624,8.101237,5.242839,4.220665,4.979637,2.8155115,4.124606,5.028935,4.3322797,6.7465715,3.8646286,3.1531441,3.0750134,3.8147137,4.0158343,5.789199,4.3386745,4.6387463,5.9669943,5.33787,3.192979,3.6779466,7.0446978,3.4972882,7.4678416,6.4870033,5.8634844,5.9248934,5.726202,6.378945,4.7608232,4.7006545,6.1245456,5.805881,4.037079,6.4562154,5.9144917,3.7949147,5.5722404,5.336181,4.6997266,4.882377,3.3776765,1
13.315581,-1.5399855,-0.025734682,7.2556033,8.042925,2.6998632,7.920024,3.4261866,8.617803,4.770525,4.1164904,4.948502,2.7661686,3.9594631,5.1600785,4.4323096,6.6251893,3.636147,2.8597846,3.27689,3.627636,3.7948709,5.69942,4.3528795,4.393137,5.9638286,5.6719437,3.166315,3.4135559,7.1744776,3.7144892,7.517185,6.9114037,5.624711,6.0175595,5.598148,5.846019,4.690851,4.1571426,5.8458605,5.8487506,3.8873773,6.414274,6.152209,3.776896,5.4730825,5.717824,4.9288664,4.66456,3.1992981,0
12.879454,-2.489696,0.23853473,7.3103824,7.8997245,2.7664726,7.8809466,3.4395628,8.79125,4.5356526,3.8813038,5.1432037,2.8418262,4.048685,5.2549577,4.48814,6.6487145,3.7334764,2.8441038,3.383057,3.574059,3.7604668,5.7122235,4.2394447,4.406368,6.0013084,5.493163,3.099442,3.3157058,7.0689015,3.663583,7.530191,7.0370445,5.701036,6.0537887,5.5919843,5.90383,4.6790543,4.097479,5.797017,5.7921834,3.813619,6.399227,6.265083,3.84952,5.4288917,5.703006,4.8863387,4.463538,3.2496357,0
13.416936,-2.3136163,0.5058441,7.3271246,7.7984815,2.6496527,7.784013,3.5113637,8.506921,4.927515,4.227345,4.922287,2.8801901,3.9039204,5.2688003,4.5377903,6.6811876,3.7754302,2.7231653,3.3886306,3.611666,3.86624,5.460791,4.3453135,4.4090652,5.9240413,5.7350526,3.3802605,3.4080904,7.3204417,3.7103107,7.6705813,6.905236,5.575506,6.1648097,5.521884,5.850404,4.6402645,4.170922,5.9092665,5.829082,3.736756,6.216427,6.12477,3.7496536,5.5734344,5.868664,4.868821,4.5859184,3.1726649,0
11.79406,-3.2395587,-0.08975834,7.1237545,7.5135713,2.9350762,7.5332456,2.7319014,8.84949,4.314956,3.5023012,5.5240207,2.8974853,4.394026,5.2033653,4.4579163,6.723177,3.9725358,3.12367,3.4009593,3.6549885,3.7452786,5.948843,4.070884,4.5657434,6.025488,4.954445,2.922599,3.2743862,6.670605,3.4975019,7.3278513,6.986013,5.9680333,5.940702,5.6742396,6.32759,4.8222,4.3264103,5.8848987,5.6838536,3.887097,6.5493755,6.3573318,4.025993,5.3497777,5.340053,4.6781087,4.351052,3.4875314,0
10.867403,-3.0583012,-0.7092633,6.7872787,7.038484,2.8865747,7.083464,1.8920417,8.635281,4.5768986,3.6563213,5.582835,2.8269248,4.628699,5.0401835,4.4066944,6.79357,4.2433558,3.3616104,3.428199,3.8077433,3.833164,5.9668818,4.11823,4.695132,5.86984,4.7608733,3.1283827,3.3879156,6.478256,3.458035,7.1908116,6.7137804,6.0620036,5.7807508,5.651221,6.634936,4.9741735,4.645877,6.098479,5.6485004,4.0018826,6.6138716,6.264445,4.1459827,5.4265985,5.1223187,4.549083,4.553988,3.6514547,2
